sales_id,product_id,store_id,product_name,brand,category,volume_ml,alcohol_percentage,store_name,city,state,region,store_type,sales_date,quantity_sold,unit_price,total_sales
187,103,118,Guinness Finish,Guinness,Gin,1000,19.23,"Clark, Martinez and Lloyd",Rickytown,PR,West,Wholesale,2025-04-25,3,94.19,282.57
188,110,103,Don Julio Serve,Don,Beer,1000,28.57,Dominguez LLC,West Richardmouth,SD,West,Retail,2025-03-30,43,19.56,841.08
189,110,147,Ciroc More,Ciroc,Tequila,1000,33.31,"Cunningham, Perry and Forbes",Burtonburgh,GA,Midwest,Retail,2025-04-11,38,37.09,1409.42
190,108,124,Captain Morgan Stop,Captain,Gin,750,13.9,Sanchez-Hamilton,Gregshire,OK,Midwest,Retail,2025-04-08,47,28.82,1354.54
191,109,115,Johnnie Walker Couple,Johnnie,Vodka,500,32.1,"Gutierrez, Schmidt and Keller",East Jonathan,RI,South,Retail,2025-05-08,20,30.12,602.4
192,110,128,Tanqueray Experience,Tanqueray,Vodka,750,6.2,"Miller, Johnson and Blair",Petersonport,VA,Southeast,Retail,2025-05-14,50,66.62,3331.0
193,104,111,Baileys Building,Baileys,Beer,500,31.71,Goodman Ltd,Port Gina,VT,West,Wholesale,2025-03-28,10,61.55,615.5
194,110,113,Guinness Officer,Guinness,Whisky,750,18.11,"Lewis, Wilson and Stevenson",West Annette,MS,Northeast,Wholesale,2025-04-24,23,62.69,1441.87
195,110,106,Baileys Join,Baileys,Rum,750,34.93,Martin-Johnston,Santiagochester,WI,West,Retail,2025-05-07,2,95.68,191.36
196,107,134,Smirnoff Scene,Smirnoff,Tequila,750,12.06,White-Newton,Harrisland,SC,South,Retail,2025-03-24,12,62.39,748.68
197,102,126,Don Julio Rock,Don,Tequila,500,44.59,"Hodges, Morris and Brock",Tracyburgh,MP,Southeast,Retail,2025-04-21,34,51.99,1767.66
198,110,118,Baileys Analysis,Baileys,Beer,750,30.58,Allen and Sons,Christopherland,WI,West,Wholesale,2025-04-04,36,96.15,3461.4
199,110,130,Captain Morgan Fund,Captain,Vodka,750,36.24,"Harper, Pierce and Martin",Hunterview,MP,West,Wholesale,2025-04-28,5,33.25,166.25
200,105,108,Johnnie Walker Foot,Johnnie,Gin,700,34.15,"Abbott, Brown and Anderson",Vasquezside,NC,West,Wholesale,2025-05-14,45,73.71,3316.95
201,103,129,Ciroc Woman,Ciroc,Beer,750,30.26,Kennedy LLC,Lake Robert,WA,South,Retail,2025-04-29,40,63.22,2528.8
202,102,129,Ciroc Might,Ciroc,Tequila,1000,16.16,Marquez-King,Jameschester,ND,Northeast,Wholesale,2025-04-18,22,62.84,1382.48
203,110,150,Tanqueray Through,Tanqueray,Beer,500,17.83,"Garrett, Hall and Burch",Christensenville,DE,West,Wholesale,2025-03-28,50,35.93,1796.5
204,106,140,Ciroc Shoulder,Ciroc,Beer,1000,20.63,Coleman-Kent,Tammyland,GA,Midwest,Wholesale,2025-04-19,13,93.74,1218.62
205,101,148,Johnnie Walker Bed,Johnnie,Beer,500,9.81,"Jackson, Woods and Davis",South Crystal,CT,Midwest,Retail,2025-05-20,35,93.54,3273.9
206,107,117,Don Julio Animal,Don,Rum,1000,6.99,"Johns, Rogers and Smith",Debraburgh,IN,West,Wholesale,2025-05-03,25,18.02,450.5
207,110,149,Tanqueray Task,Tanqueray,Liqueur,750,34.96,"Baker, Davis and Vasquez",West Dennisport,SC,Northeast,Retail,2025-04-07,14,58.19,814.66
208,109,142,Baileys With,Baileys,Whisky,500,27.28,Perez-Williams,Salasmouth,DE,Midwest,Retail,2025-03-24,35,41.26,1444.1
209,109,147,Don Julio Life,Don,Liqueur,750,31.84,"Bennett, Harris and Hart",Jenniferchester,MS,Northeast,Retail,2025-05-04,6,60.02,360.12
210,106,136,Baileys Certainly,Baileys,Tequila,750,7.03,Ochoa-Roberts,Lake David,PR,South,Retail,2025-04-06,3,80.88,242.64
211,106,113,Ciroc Note,Ciroc,Vodka,750,19.83,Reed LLC,Davisborough,CO,South,Wholesale,2025-04-11,30,7.53,225.9
212,104,112,Guinness Arrive,Guinness,Tequila,750,16.15,Harris-Myers,Josephfurt,MO,Midwest,Wholesale,2025-04-14,24,67.1,1610.4
213,108,112,Captain Morgan Rise,Captain,Liqueur,750,23.44,Williams-Evans,Tammyfort,ME,Southeast,Wholesale,2025-03-27,39,33.61,1310.79
214,108,110,Baileys Report,Baileys,Liqueur,500,22.99,"Gonzalez, Gibson and Nelson",Leahport,MH,West,Retail,2025-04-17,45,92.92,4181.4
215,103,127,Tanqueray Always,Tanqueray,Liqueur,1000,13.32,Parks-Wagner,Lake Andrew,AR,Southeast,Wholesale,2025-05-04,46,70.52,3243.92
216,101,144,Guinness Many,Guinness,Beer,750,15.83,"Taylor, Pace and Morgan",Gonzalezfort,OH,Midwest,Wholesale,2025-04-08,10,78.09,780.9
217,104,143,Don Julio Control,Don,Rum,1000,12.38,Burns LLC,Torresberg,MP,Northeast,Retail,2025-04-08,30,89.52,2685.6
218,104,122,Smirnoff Charge,Smirnoff,Whisky,500,34.18,"Wood, Allen and Pratt",Smithchester,OH,Southeast,Wholesale,2025-03-22,45,16.02,720.9
219,105,119,Ciroc Once,Ciroc,Liqueur,750,41.92,Austin PLC,East Ryanton,MD,Midwest,Retail,2025-04-30,4,56.93,227.72
220,106,114,Tanqueray Miss,Tanqueray,Liqueur,700,41.24,"Sawyer, Nguyen and Delgado",South Christopher,GA,West,Wholesale,2025-05-18,1,23.48,23.48
221,102,106,Don Julio Standard,Don,Whisky,1000,12.62,Walker and Sons,Morenoport,FM,Midwest,Wholesale,2025-03-26,28,7.46,208.88
222,107,146,Don Julio Operation,Don,Rum,1000,5.78,Elliott-Wilson,Lake David,TN,Northeast,Retail,2025-04-26,7,11.53,80.71
223,106,116,Johnnie Walker Understand,Johnnie,Whisky,750,34.44,Buchanan Ltd,Robertfort,MD,West,Retail,2025-04-28,38,5.5,209.0
224,101,109,Don Julio Table,Don,Whisky,1000,15.75,Smith-Boyd,Lunaton,ND,Southeast,Wholesale,2025-03-29,11,66.27,728.97
225,102,112,Ciroc Little,Ciroc,Tequila,1000,12.53,Cordova and Sons,Susanstad,WV,South,Retail,2025-05-20,1,94.71,94.71
226,108,110,Guinness Size,Guinness,Liqueur,500,4.29,Downs and Sons,Brookstown,MI,Southeast,Wholesale,2025-03-26,29,59.3,1719.7
227,102,104,Smirnoff Fine,Smirnoff,Whisky,500,33.19,Brown-Jones,West Sabrina,OR,Southeast,Wholesale,2025-04-29,25,67.25,1681.25
228,110,130,Ciroc Series,Ciroc,Vodka,500,35.9,Walters Ltd,Jefferyfort,FM,Southeast,Retail,2025-05-16,26,23.2,603.2
229,104,143,Tanqueray Throughout,Tanqueray,Gin,500,6.58,Foster-Harris,Lake Danielle,ID,South,Wholesale,2025-03-27,43,85.57,3679.51
230,101,110,Captain Morgan Hear,Captain,Liqueur,700,17.08,Moran Ltd,Lake Stevenfort,AR,Midwest,Wholesale,2025-04-04,16,71.13,1138.08
231,110,143,Tanqueray Teacher,Tanqueray,Beer,1000,33.3,White-Pena,Newmanview,OK,Southeast,Retail,2025-05-08,24,70.71,1697.04
232,103,133,Baileys Product,Baileys,Whisky,500,20.27,Zamora-Davis,East Kenneth,TN,South,Wholesale,2025-04-22,39,96.82,3775.98
233,109,147,Guinness Chance,Guinness,Gin,1000,4.29,Lewis-Kline,Coxside,OH,Southeast,Wholesale,2025-04-12,17,70.43,1197.31
234,109,105,Captain Morgan Movement,Captain,Vodka,750,8.25,"Villarreal, Lane and Gay",Millerburgh,IN,South,Wholesale,2025-03-30,41,57.68,2364.88
235,102,111,Don Julio First,Don,Liqueur,500,38.9,"Morgan, Smith and Nguyen",North Kathleenchester,AK,Midwest,Wholesale,2025-03-26,11,64.12,705.32
236,109,114,Ciroc Rich,Ciroc,Beer,700,23.19,Hawkins Ltd,Curryview,IL,South,Retail,2025-04-18,8,32.97,263.76
237,104,126,Ciroc Note,Ciroc,Rum,500,32.2,Parker-Taylor,Wrightton,MS,West,Wholesale,2025-05-20,24,42.34,1016.16
238,102,108,Ciroc Student,Ciroc,Vodka,500,22.58,"Wright, Fields and Reid",New Lisa,MH,Northeast,Retail,2025-04-25,29,65.68,1904.72
239,106,109,Captain Morgan Protect,Captain,Liqueur,500,10.79,"Jarvis, Knight and Tate",Timothystad,DE,West,Retail,2025-04-08,4,83.02,332.08
240,105,105,Smirnoff Evidence,Smirnoff,Liqueur,750,36.64,"Miller, Hawkins and Guerra",Thompsonstad,WV,West,Retail,2025-05-02,29,7.88,228.52
241,110,122,Guinness Exist,Guinness,Rum,750,36.78,Patterson-Stewart,Pachecofort,CO,Northeast,Retail,2025-05-05,44,88.07,3875.08
242,104,119,Johnnie Walker View,Johnnie,Rum,1000,43.78,"Silva, Mendoza and Woods",Anthonymouth,FM,Northeast,Wholesale,2025-05-14,48,83.01,3984.48
243,101,103,Guinness Add,Guinness,Rum,1000,37.5,Carter and Sons,Frankberg,WI,Southeast,Retail,2025-04-19,45,58.61,2637.45
244,105,135,Guinness Hear,Guinness,Rum,1000,36.21,Bryant-Lawson,Robinsonview,TX,South,Retail,2025-03-22,45,82.93,3731.85
245,107,107,Tanqueray Material,Tanqueray,Vodka,1000,35.37,Adams Group,Sarahland,AS,West,Wholesale,2025-05-18,22,81.61,1795.42
246,104,104,Guinness Its,Guinness,Whisky,500,27.78,"Gomez, Murray and Weaver",Bradleyberg,RI,Southeast,Retail,2025-05-01,45,51.2,2304.0
247,110,131,Smirnoff Level,Smirnoff,Vodka,750,14.58,Evans PLC,Port Peterport,OR,Midwest,Retail,2025-04-20,18,65.94,1186.92
248,110,124,Smirnoff Travel,Smirnoff,Beer,700,43.12,Harper LLC,Mayofort,TN,West,Wholesale,2025-05-09,12,92.88,1114.56
249,103,142,Baileys Similar,Baileys,Liqueur,500,13.77,Parker LLC,Williamsmouth,GA,Southeast,Wholesale,2025-04-12,23,69.52,1598.96
250,109,149,Smirnoff Cost,Smirnoff,Beer,750,12.67,Thomas-Howard,Lake Michaelborough,ND,Midwest,Wholesale,2025-03-30,12,44.65,535.8
251,109,110,Tanqueray Certainly,Tanqueray,Gin,750,26.53,Cox-Owens,Lake Davidshire,VT,Southeast,Wholesale,2025-04-17,4,41.36,165.44
252,101,146,Smirnoff Try,Smirnoff,Gin,750,16.42,Murray Ltd,Port Erinton,NJ,Northeast,Wholesale,2025-05-07,34,70.12,2384.08
253,108,135,Ciroc Life,Ciroc,Beer,1000,40.31,Pham Inc,New Briannatown,SD,West,Retail,2025-04-13,35,77.25,2703.75
254,108,111,Tanqueray Talk,Tanqueray,Tequila,700,18.4,Stewart-Banks,Port Alexandra,NJ,Midwest,Wholesale,2025-05-06,36,82.94,2985.84
255,105,148,Ciroc Represent,Ciroc,Whisky,700,28.52,Knapp-Olsen,Lake Jackie,MP,West,Wholesale,2025-04-12,32,15.58,498.56
256,102,117,Guinness Prepare,Guinness,Tequila,500,23.52,Orr-Smith,Thompsonburgh,KY,West,Retail,2025-04-01,23,17.97,413.31
257,101,130,Guinness Similar,Guinness,Liqueur,1000,32.94,"Hall, West and Garcia",New Justinbury,NJ,West,Retail,2025-04-30,3,95.37,286.11
258,108,118,Tanqueray Instead,Tanqueray,Rum,750,12.49,Craig-Mcgee,West Kevin,MA,Midwest,Retail,2025-04-11,22,82.13,1806.86
259,106,127,Guinness Stage,Guinness,Rum,1000,44.38,Woods Ltd,Shannonstad,OR,Southeast,Wholesale,2025-03-22,47,76.43,3592.21
260,104,126,Captain Morgan Entire,Captain,Vodka,700,4.91,"Nichols, Miller and Lam",Makaylamouth,CA,West,Wholesale,2025-04-23,3,11.13,33.39
261,105,145,Tanqueray Change,Tanqueray,Whisky,750,32.48,Gonzalez-Colon,South Louis,PA,West,Retail,2025-05-05,42,67.15,2820.3
262,103,112,Baileys Who,Baileys,Whisky,700,11.99,Johnson and Sons,Torresborough,OH,Southeast,Retail,2025-05-18,16,56.92,910.72
263,105,140,Johnnie Walker Voice,Johnnie,Whisky,500,39.29,Kane LLC,East Erikhaven,NY,Midwest,Retail,2025-04-16,46,81.24,3737.04
264,108,120,Don Julio Wonder,Don,Tequila,750,30.54,Torres-Johnson,Yvonnemouth,DC,South,Wholesale,2025-05-13,33,47.75,1575.75
265,101,137,Guinness Well,Guinness,Rum,700,25.53,Gonzales-Blair,Jamesshire,PW,Southeast,Retail,2025-03-25,38,52.68,2001.84
266,101,116,Smirnoff Body,Smirnoff,Gin,750,29.35,"Proctor, Ewing and Jimenez",East Rachelbury,MA,West,Retail,2025-03-25,37,8.65,320.05
267,101,112,Don Julio Owner,Don,Whisky,700,5.3,Hicks-Zhang,Klinechester,HI,Northeast,Retail,2025-05-02,50,97.71,4885.5
268,109,125,Captain Morgan Environmental,Captain,Tequila,750,11.11,Thompson LLC,West Cheryl,PW,Midwest,Wholesale,2025-04-10,33,50.48,1665.84
269,110,134,Don Julio Rich,Don,Gin,1000,36.7,Hicks-Perez,West Robertfurt,NJ,Southeast,Retail,2025-05-12,38,23.59,896.42
270,109,129,Don Julio Sing,Don,Beer,500,25.23,Williams-Lee,South Michaelmouth,PA,Southeast,Retail,2025-03-26,17,29.0,493.0
271,106,109,Baileys Line,Baileys,Beer,1000,24.16,Avila Inc,Thomaschester,VI,Northeast,Retail,2025-05-04,27,89.88,2426.76
272,101,101,Baileys Painting,Baileys,Beer,500,12.78,Ford PLC,Gregorybury,HI,Southeast,Retail,2025-05-04,22,34.5,759.0
273,105,118,Captain Morgan Range,Captain,Whisky,700,38.84,Hansen and Sons,Georgetown,FM,West,Wholesale,2025-05-17,9,41.96,377.64
274,103,101,Guinness Health,Guinness,Liqueur,750,27.04,Mendoza Ltd,Lake Erinmouth,IA,Southeast,Retail,2025-05-10,14,75.76,1060.64
275,106,124,Guinness Available,Guinness,Whisky,1000,41.73,Waller-Booker,Johnsonside,PA,Southeast,Retail,2025-04-26,17,27.24,463.08
276,109,111,Tanqueray Stage,Tanqueray,Vodka,500,19.78,West Group,Millerfurt,NJ,Midwest,Retail,2025-03-27,27,73.14,1974.78
277,105,123,Johnnie Walker Cover,Johnnie,Gin,700,32.74,Benson-Rowland,Aprilfort,WY,South,Retail,2025-04-17,2,69.77,139.54
278,103,113,Don Julio Skill,Don,Gin,1000,44.63,Phillips LLC,Lake Gerald,WY,Midwest,Retail,2025-04-02,33,31.61,1043.13
279,105,147,Tanqueray Soldier,Tanqueray,Whisky,500,4.61,Smith PLC,South Michaelstad,IN,Northeast,Wholesale,2025-05-09,32,42.72,1367.04
280,102,114,Don Julio Able,Don,Tequila,700,7.56,"Liu, Potts and Woods",Josephmouth,NC,West,Wholesale,2025-05-04,20,30.55,611.0
281,103,121,Guinness Difficult,Guinness,Gin,500,40.86,"Pratt, Robles and Hawkins",Andersonton,MT,Southeast,Retail,2025-04-26,27,56.12,1515.24
282,103,148,Ciroc Field,Ciroc,Rum,700,10.11,Murphy-Frost,Robertshaven,PW,West,Wholesale,2025-05-02,36,46.41,1670.76
283,102,140,Don Julio Structure,Don,Gin,750,23.15,Goodwin-Cantu,Mitchellshire,PA,Northeast,Wholesale,2025-04-28,18,76.72,1380.96
284,110,101,Captain Morgan Now,Captain,Vodka,500,34.21,Powell-Wilson,Jonesside,LA,Northeast,Retail,2025-04-09,49,16.47,807.03
285,102,132,Guinness Hold,Guinness,Liqueur,1000,7.16,Allen Group,Warrenhaven,MH,Northeast,Wholesale,2025-04-10,20,58.14,1162.8
286,101,119,Johnnie Walker Seat,Johnnie,Whisky,750,9.45,Sawyer-Bradshaw,Lake Caitlin,OR,Southeast,Retail,2025-04-29,22,28.43,625.46
287,107,149,Guinness Can,Guinness,Rum,500,32.13,"Payne, Ferguson and Jones",South Thomas,MI,South,Retail,2025-04-06,43,30.11,1294.73
288,104,148,Guinness Task,Guinness,Vodka,1000,4.88,Mendez LLC,West Daniel,RI,South,Wholesale,2025-03-28,32,15.5,496.0
289,105,108,Ciroc Operation,Ciroc,Beer,750,23.11,"Zamora, Rios and James",East Dannyport,AZ,West,Retail,2025-04-28,50,56.49,2824.5
290,104,149,Ciroc City,Ciroc,Beer,700,40.28,"Gardner, Lamb and Martinez",Englishmouth,AR,Southeast,Retail,2025-03-22,50,80.28,4014.0
291,105,121,Tanqueray Star,Tanqueray,Rum,750,25.76,"King, Marquez and Walker",Greenmouth,NH,Southeast,Retail,2025-05-14,33,20.22,667.26
292,102,112,Baileys Meet,Baileys,Rum,1000,24.12,"Robinson, Solomon and Rodriguez",Lake Joshuamouth,AZ,Southeast,Retail,2025-03-25,1,76.79,76.79
293,107,116,Baileys Fast,Baileys,Tequila,750,9.53,"Brown, Marks and Ellis",North Pennyview,MO,West,Retail,2025-04-25,2,60.97,121.94
294,101,146,Guinness Others,Guinness,Rum,700,19.24,Haley and Sons,Williamsstad,ND,South,Retail,2025-03-29,18,33.27,598.86
295,109,134,Don Julio Party,Don,Tequila,1000,28.49,Shelton-Rhodes,Griffinborough,DC,Midwest,Retail,2025-05-15,35,53.76,1881.6
296,104,124,Guinness Rule,Guinness,Beer,750,22.1,"Garcia, Rios and Munoz",South Samanthafurt,KS,Southeast,Wholesale,2025-04-25,38,79.89,3035.82
297,103,113,Johnnie Walker Pick,Johnnie,Liqueur,750,21.46,Gonzalez-Richard,North Jasminemouth,IN,Northeast,Wholesale,2025-04-03,1,44.29,44.29
298,108,101,Baileys Research,Baileys,Vodka,700,38.09,Martin Inc,Lake Jamestown,AZ,Southeast,Wholesale,2025-05-14,21,84.4,1772.4
299,104,150,Guinness Run,Guinness,Vodka,500,10.52,Benjamin-Martinez,Calebmouth,IN,South,Wholesale,2025-03-31,44,79.86,3513.84
300,106,111,Johnnie Walker Own,Johnnie,Liqueur,500,21.58,"Meyer, Kelly and Cowan",Campbelltown,MA,Northeast,Retail,2025-04-14,42,37.36,1569.12
301,106,146,Tanqueray Try,Tanqueray,Vodka,500,14.06,Vargas-Morgan,Careyside,AL,West,Retail,2025-05-16,37,70.15,2595.55
302,103,138,Guinness Play,Guinness,Tequila,700,36.04,Harris-Russell,West Madison,VA,Southeast,Wholesale,2025-03-29,5,52.12,260.6
303,110,147,Johnnie Walker Official,Johnnie,Rum,500,35.86,Solis-Cohen,Sarahmouth,IL,South,Wholesale,2025-04-06,1,15.94,15.94
304,106,140,Johnnie Walker Try,Johnnie,Tequila,1000,44.27,Reeves and Sons,West Johnbury,NV,West,Retail,2025-05-17,43,10.79,463.97
305,110,134,Guinness Purpose,Guinness,Rum,500,29.68,"Gross, Mullins and Hughes",Floresborough,WA,West,Wholesale,2025-05-19,20,10.88,217.6
306,101,149,Smirnoff Ever,Smirnoff,Vodka,750,23.05,Cardenas and Sons,Smithborough,FL,Northeast,Retail,2025-05-06,6,43.55,261.3
307,103,132,Smirnoff Response,Smirnoff,Gin,750,16.07,Wilson PLC,East Johntown,MS,Southeast,Retail,2025-05-14,22,23.28,512.16
308,110,102,Tanqueray Help,Tanqueray,Beer,700,9.99,Nichols-Collins,Jamieberg,GU,Southeast,Retail,2025-05-08,43,34.57,1486.51
309,106,129,Smirnoff Talk,Smirnoff,Vodka,1000,20.52,Hall-Stevens,North Sarahmouth,WV,West,Retail,2025-03-28,24,9.63,231.12
310,109,142,Captain Morgan State,Captain,Beer,700,34.48,Valencia-Roberts,West Jenniferchester,PW,West,Wholesale,2025-05-13,49,90.24,4421.76
311,107,114,Don Julio Morning,Don,Rum,1000,30.33,Mcbride-Carroll,Powellfort,KY,South,Retail,2025-04-06,9,99.51,895.59
312,107,107,Smirnoff Throughout,Smirnoff,Rum,700,20.01,Shelton-Hansen,West Kevin,OH,Midwest,Wholesale,2025-04-01,6,13.65,81.9
313,102,118,Johnnie Walker Including,Johnnie,Beer,1000,26.95,Hernandez-Little,Port Andrea,VI,South,Wholesale,2025-04-19,11,14.82,163.02
314,105,150,Johnnie Walker Ask,Johnnie,Gin,500,18.61,Martin-Andrade,Port Tiffanystad,MO,West,Retail,2025-04-18,23,76.3,1754.9
315,108,115,Tanqueray Lot,Tanqueray,Beer,750,32.95,Turner and Sons,Stevemouth,UT,West,Wholesale,2025-04-14,3,27.29,81.87
316,108,149,Ciroc Develop,Ciroc,Liqueur,500,17.65,Carney-Arnold,New Ronnie,FM,South,Retail,2025-04-02,31,67.04,2078.24
317,110,106,Tanqueray Direction,Tanqueray,Rum,1000,19.53,Johnson Group,Ericshire,GA,Northeast,Retail,2025-04-19,36,22.26,801.36
318,110,142,Baileys Season,Baileys,Liqueur,500,33.19,Johnson LLC,Amandaborough,WV,South,Retail,2025-03-26,2,54.59,109.18
319,105,129,Guinness Fast,Guinness,Beer,500,28.34,Johnson Inc,North Melissa,MT,Southeast,Retail,2025-04-23,43,65.83,2830.69
320,109,128,Baileys Responsibility,Baileys,Rum,500,30.65,Day and Sons,South Pamelafort,PA,Southeast,Retail,2025-04-04,39,68.65,2677.35
321,104,103,Guinness Spring,Guinness,Whisky,750,27.41,Bennett-Johnson,North Gregory,NC,West,Wholesale,2025-05-05,12,28.08,336.96
322,102,128,Johnnie Walker Any,Johnnie,Rum,500,14.29,Curry Ltd,East Shannonburgh,CA,South,Wholesale,2025-04-02,27,33.16,895.32
323,110,138,Baileys Only,Baileys,Tequila,500,36.55,Munoz Group,Poolebury,MD,Northeast,Retail,2025-05-08,47,70.76,3325.72
324,101,141,Guinness Popular,Guinness,Beer,750,10.73,Mitchell-Camacho,Lopezview,WI,Midwest,Wholesale,2025-05-04,21,68.84,1445.64
325,105,120,Baileys Believe,Baileys,Rum,700,39.31,Thomas-Bailey,West Heather,FM,Northeast,Retail,2025-03-25,3,41.79,125.37
326,109,140,Ciroc Fly,Ciroc,Liqueur,750,41.01,Conway-Davis,Johnsonmouth,MD,Southeast,Retail,2025-04-06,40,99.18,3967.2
327,108,116,Ciroc Activity,Ciroc,Rum,750,7.65,Freeman PLC,Johnsonfurt,MA,South,Wholesale,2025-04-21,16,53.86,861.76
328,108,134,Guinness Party,Guinness,Gin,700,29.05,Jones Inc,Derekchester,AL,Southeast,Wholesale,2025-05-14,1,18.74,18.74
329,104,140,Ciroc Likely,Ciroc,Tequila,1000,27.72,Kramer Ltd,Salinasbury,MP,Northeast,Retail,2025-05-18,25,43.25,1081.25
330,104,130,Baileys With,Baileys,Beer,750,18.19,"Gardner, Moon and Gray",West Aaron,SC,West,Wholesale,2025-05-15,35,50.03,1751.05
331,104,136,Baileys History,Baileys,Tequila,500,22.68,Moyer-Martin,Paulport,RI,Southeast,Wholesale,2025-03-31,37,99.52,3682.24
332,110,137,Baileys Interview,Baileys,Tequila,750,27.54,Griffin-Murphy,West Ruth,CA,Southeast,Retail,2025-03-25,24,63.94,1534.56
333,109,122,Baileys Pm,Baileys,Beer,700,34.36,Tran and Sons,Chavezbury,GU,Midwest,Wholesale,2025-04-21,1,65.68,65.68
334,101,137,Captain Morgan Herself,Captain,Liqueur,750,11.77,Anderson-Clark,West Barbara,IA,Midwest,Retail,2025-04-03,14,23.88,334.32
335,110,102,Tanqueray Team,Tanqueray,Whisky,750,22.65,Mercer Inc,Michaelview,OR,West,Wholesale,2025-03-30,42,62.18,2611.56
336,106,108,Baileys Determine,Baileys,Whisky,700,15.53,Knox Inc,Derekland,AZ,West,Retail,2025-04-12,36,68.65,2471.4
337,109,119,Baileys Daughter,Baileys,Tequila,1000,24.18,Stevenson-Johnson,Shermanside,AL,Northeast,Retail,2025-04-06,33,32.4,1069.2
338,102,104,Baileys Election,Baileys,Whisky,700,44.89,Wallace-Wilson,West Ronaldland,HI,Southeast,Retail,2025-05-12,10,37.98,379.8
339,101,136,Smirnoff Any,Smirnoff,Vodka,750,4.75,Allison Ltd,North Matthewberg,WA,West,Retail,2025-05-07,38,99.01,3762.38
340,103,121,Ciroc Per,Ciroc,Vodka,700,18.88,Martin PLC,Sheilabury,VT,Southeast,Wholesale,2025-03-25,31,43.81,1358.11
341,103,103,Tanqueray Push,Tanqueray,Gin,500,14.48,"Daniels, Jackson and Barnes",South Wayne,NV,Southeast,Wholesale,2025-03-23,34,90.23,3067.82
342,110,112,Captain Morgan Join,Captain,Beer,750,9.6,Jackson LLC,East Ashleychester,RI,Southeast,Wholesale,2025-05-09,30,13.77,413.1
343,104,129,Tanqueray Sort,Tanqueray,Whisky,500,42.66,"Wallace, Lawson and Thomas",Myerschester,VI,Southeast,Wholesale,2025-04-14,37,28.87,1068.19
344,105,150,Smirnoff Entire,Smirnoff,Beer,500,29.12,"Wright, Jacobson and Nguyen",North Douglas,NH,Southeast,Retail,2025-04-15,10,77.34,773.4
345,102,136,Don Julio Begin,Don,Tequila,500,12.72,"Long, Chang and Mccann",Lanceland,AZ,South,Retail,2025-05-09,6,28.89,173.34
346,109,122,Smirnoff After,Smirnoff,Gin,500,36.13,Eaton and Sons,New Frankview,LA,Southeast,Wholesale,2025-05-05,12,85.65,1027.8
347,110,131,Tanqueray What,Tanqueray,Beer,700,18.33,Walton and Sons,South Jennifer,NE,Midwest,Wholesale,2025-04-03,2,89.91,179.82
348,104,122,Baileys Seven,Baileys,Whisky,1000,29.1,Guzman Group,New Kayla,ME,West,Wholesale,2025-04-06,2,12.85,25.7
349,103,141,Tanqueray Candidate,Tanqueray,Vodka,1000,33.19,Poole-Norris,Port Georgeview,PR,Southeast,Retail,2025-04-05,47,20.55,965.85
350,105,116,Johnnie Walker Situation,Johnnie,Vodka,500,25.6,Carter-Carroll,Boyerstad,PR,Southeast,Retail,2025-05-06,32,8.84,282.88
351,104,147,Tanqueray Surface,Tanqueray,Rum,1000,29.85,Hernandez-Riley,Port Andrew,MA,Northeast,Wholesale,2025-04-08,22,42.32,931.04
352,104,130,Smirnoff Street,Smirnoff,Beer,700,36.32,"Leach, Valdez and Hernandez",Ericaville,NJ,Midwest,Wholesale,2025-05-15,9,16.32,146.88
353,103,130,Captain Morgan Strategy,Captain,Liqueur,1000,26.74,Thomas-Bernard,Whitneyburgh,GU,Midwest,Wholesale,2025-03-25,9,17.01,153.09
354,108,115,Tanqueray Produce,Tanqueray,Whisky,700,24.49,Waters-Cain,Larsonville,VI,Southeast,Retail,2025-03-25,46,54.24,2495.04
355,107,149,Baileys Already,Baileys,Gin,1000,41.74,"Yang, Walters and Fletcher",New Tonyaport,IN,Midwest,Retail,2025-04-12,6,5.42,32.52
356,105,114,Ciroc Democratic,Ciroc,Liqueur,700,10.57,"Osborne, Kelley and Floyd",Doyleland,MN,Midwest,Retail,2025-04-11,38,72.38,2750.44
357,102,123,Guinness End,Guinness,Beer,750,28.07,Morales-Quinn,South Jeff,MT,Southeast,Retail,2025-05-05,33,23.45,773.85
358,103,142,Johnnie Walker Idea,Johnnie,Liqueur,700,27.94,Coleman-Ayala,Port Danielland,ND,Midwest,Retail,2025-03-30,23,66.02,1518.46
359,104,133,Johnnie Walker Authority,Johnnie,Liqueur,1000,26.03,Donovan-Jones,Port Robert,NM,Midwest,Wholesale,2025-05-18,11,22.83,251.13
360,102,142,Tanqueray Offer,Tanqueray,Tequila,700,16.89,Scott-Henderson,Rachelview,IN,West,Wholesale,2025-03-29,45,5.25,236.25
361,104,123,Ciroc Weight,Ciroc,Tequila,1000,41.91,Wise-Dalton,South Joseshire,MP,South,Retail,2025-05-14,12,73.85,886.2
362,109,116,Captain Morgan Arrive,Captain,Tequila,700,18.12,West-Powell,Lake Codyview,MA,South,Retail,2025-05-10,47,96.46,4533.62
363,110,140,Captain Morgan Program,Captain,Gin,500,19.86,Mendoza-Stevens,Port Michael,SD,Northeast,Retail,2025-04-30,7,76.22,533.54
364,108,111,Don Julio Medical,Don,Beer,750,44.21,Taylor Inc,Lake Manuel,ME,Midwest,Wholesale,2025-05-08,46,41.7,1918.2
